ds,排名,每百万网民访问该站的人数,每百万受访网页该站网页数,人均浏览页面数,y
10/3/10,13,46000,7610,15.9,25760000
10/4/10,13,46100,7300,16.3,25816000
10/5/10,13,46900,7400,16,26264000
10/6/10,13,47700,7200,15.3,26712000
10/7/10,13,46100,7590,16.7,25816000
10/8/10,13,46200,7450,16.3,25872000
10/9/10,13,41900,7790,18.2,23464000
10/10/10,13,44300,8430,18.6,24808000
10/11/10,13,45000,7170,15.3,25200000
10/12/10,13,45400,7310,16.7,25424000
10/13/10,13,44600,7400,17.1,24976000
10/14/10,13,46100,7500,16.7,25816000
10/15/10,13,45100,7530,16.9,25256000
10/16/10,13,46300,8030,16.6,25928000
10/17/10,13,44300,8150,18,24808000
10/18/10,13,42700,7410,18.3,23912000
10/19/10,13,47000,7490,16.6,26320000
10/20/10,14,44500,7510,17.4,24920000
10/21/10,14,43100,7330,17.5,24136000
10/22/10,13,42300,7110,17.1,23688000
10/23/10,13,41700,7660,18,23352000
10/24/10,13,40600,8690,21.3,22736000
10/25/10,13,39200,7830,21.3,21952000
10/26/10,13,39700,8170,21.7,22232000
10/27/10,13,39800,8100,21.4,22288000
10/28/10,15,38400,8160,22.4,21504000
10/29/10,16,38100,7830,21.1,21336000
10/30/10,14,38100,8890,23,21336000
10/31/10,13,39300,8950,22.6,22008000
11/1/10,14,38600,7960,22,21616000
11/2/10,14,39500,7310,19.5,22120000
11/3/10,13,40300,7030,18.2,22568000
11/4/10,15,38200,7400,20.2,21392000
11/5/10,13,38000,7340,19.6,21280000
11/6/10,13,38900,8290,20.9,21784000
11/7/10,13,38900,8650,22.2,21784000
11/8/10,15,37500,7550,21.5,21000000
11/9/10,15,37900,7380,20.9,21224000
11/10/10,13,41100,8200,21,23016000
11/11/10,12,45000,9990,23.5,25200000
11/12/10,14,39100,7750,20.7,21896000
11/13/10,13,39300,8800,22.3,22008000
11/14/10,13,39900,9040,22.7,22344000
11/15/10,14,38900,7600,21,21784000
11/16/10,15,38600,7560,20.9,21616000
11/17/10,14,38400,7670,21.2,21504000
11/18/10,14,39100,7430,20.2,21896000
11/19/10,15,37900,7530,20.9,21224000
11/20/10,14,37700,8190,21.8,21112000
11/21/10,14,39100,8440,21.8,21896000
11/22/10,14,40400,8010,21.6,22624000
11/23/10,14,39800,8410,22.8,22288000
11/24/10,14,39700,7820,20.8,22232000
11/25/10,14,43000,7670,18.2,24080000
11/26/10,14,41100,7230,18,23016000
11/27/10,14,41800,7320,17.4,23408000
11/28/10,14,42600,7360,17.2,23856000
11/29/10,14,44000,6810,16.5,24640000
11/30/10,14,42000,7210,18.4,23520000
12/1/10,14,42900,6870,17,24024000
12/2/10,14,42300,6830,17,23688000
12/3/10,14,43700,6690,15.9,24472000
12/4/10,13,44300,7350,16.4,24808000
12/5/10,14,45600,7640,16.7,25536000
12/6/10,14,43300,7100,17.5,24248000
12/7/10,14,44600,6867,16.4,24976000
12/8/10,14,42000,6860,17.3,23520000
12/9/10,14,40500,7230,19.1,22680000
12/10/10,15,40800,7200,18.5,22848000
12/11/10,15,42900,7820,17.9,24024000
12/12/10,14,42700,7950,18.5,23912000
12/13/10,14,42900,7480,18.7,24024000
12/14/10,14,42400,7330,18.4,23744000
12/15/10,14,42200,7700,19.3,23632000
12/16/10,14,41700,7440,18.8,23352000
12/17/10,14,42900,7460,17.9,24024000
12/18/10,14,44800,8020,17.6,25088000
12/19/10,14,45700,7740,16.6,25592000
12/20/10,14,44500,8150,19.5,24920000
12/21/10,13,44600,8780,20.4,24976000
12/22/10,13,43100,7970,19.4,24136000
12/23/10,13,42800,7820,18.6,23968000
12/24/10,13,43500,7930,17.3,24360000
12/25/10,13,45200,8490,17.3,25312000
12/26/10,13,44700,7960,17.2,25032000
12/27/10,14,44400,7390,17.7,24864000
12/28/10,14,42900,6700,16.7,24024000
12/29/10,14,40600,7470,19.4,22736000
12/30/10,14,41700,7000,17.5,23352000
12/31/10,14,41700,7130,16.4,23352000
1/1/11,13,43600,7400,16.1,24416000
1/2/11,13,43500,7640,17.8,24360000
1/3/11,13,43900,7410,18.3,24584000
1/4/11,13,42700,7460,19.1,23912000
1/5/11,13,43200,7380,18.6,24192000
1/6/11,13,43000,7340,18.3,24080000
1/7/11,13,42900,7020,17.5,24024000
1/8/11,13,44200,7650,17.5,24752000
1/9/11,13,43500,7610,17.6,24360000
1/10/11,13,42200,7210,18.5,23632000
1/11/11,13,43100,7540,19,24136000
1/12/11,13,42700,7720,19.7,23912000
1/13/11,13,42500,7390,18.8,23800000
1/14/11,13,41800,7010,17.8,23408000
1/15/11,13,44400,7870,17.9,24864000
1/16/11,13,44700,8030,18.2,25032000
1/17/11,13,43300,7350,18.6,24248000
1/18/11,13,42700,7250,18.5,23912000
1/19/11,13,42500,7230,18.5,23800000
1/20/11,13,41900,7040,18.2,23464000
1/21/11,13,41700,6690,17,23352000
1/22/11,13,43800,7060,16.2,24528000
1/23/11,13,42400,6690,16,23744000
1/24/11,15,41900,5876,15.2,23464000
1/25/11,17,39500,5480,15,22120000
1/26/11,17,39000,5099,13.9,21840000
1/27/11,17,37400,4590,13.1,20944000
1/28/11,17,38500,4665,12.7,21560000
1/29/11,15,39600,4560,11.5,22176000
1/30/11,16,38000,4710,12.5,21280000
1/31/11,17,38200,4170,11.7,21392000
2/1/11,19,38000,4030,11.2,21280000
2/2/11,18,36100,3800,11,20216000
2/3/11,19,35900,3930,11.5,20104000
2/4/11,18,36500,4170,11.8,20440000
2/5/11,14,39600,4950,12.4,22176000
2/6/11,15,39400,5090,12.9,22064000
2/7/11,16,39100,4970,13.6,21896000
2/8/11,15,39800,5620,15.1,22288000
2/9/11,15,41100,6090,16,23016000
2/10/11,15,41700,6010,15.5,23352000
2/11/11,15,40800,6110,15.9,22848000
2/12/11,13,42000,6680,16.1,23520000
2/13/11,13,42700,7050,16.8,23912000
2/14/11,16,40100,6150,16.7,22456000
2/15/11,16,40100,6230,17,22456000
2/16/11,16,40400,6220,16.7,22624000
2/17/11,16,40100,6090,16.2,22456000
2/18/11,15,39600,6120,16.6,22176000
2/19/11,14,40500,7500,19.1,22680000
2/20/11,14,39700,7490,19.6,22232000
2/21/11,16,40000,6980,19.4,22400000
2/22/11,16,39700,6970,19.4,22232000
2/23/11,15,39700,7390,20.4,22232000
2/24/11,16,39200,7080,19.9,21952000
2/25/11,16,38900,7470,20.8,21784000
2/26/11,13,39800,8050,20.9,22288000
2/27/11,13,40500,8470,21.7,22680000
2/28/11,16,39800,7280,20.4,22288000
3/1/11,16,39100,7430,21,21896000
3/2/11,17,39400,7200,20.1,22064000
3/3/11,16,38600,7400,20.9,21616000
3/4/11,15,39300,7610,20.9,22008000
3/5/11,14,38500,8080,21.6,21560000
3/6/11,13,41400,8620,21.5,23184000
3/7/11,15,40400,7760,21.4,22624000
3/8/11,16,38700,7320,20.8,21672000
3/9/11,16,39300,7410,20.8,22008000
3/10/11,15,38600,7420,21.2,21616000
3/11/11,15,37800,7070,20,21168000
3/12/11,13,39100,8470,22,21896000
3/13/11,13,39900,8440,21.8,22344000
3/14/11,16,39100,7250,20.6,21896000
3/15/11,16,38200,6890,20,21392000
3/16/11,16,39200,7120,20.1,21952000
3/17/11,16,39200,7200,20.1,21952000
3/18/11,15,38500,7130,19.9,21560000
3/19/11,13,40300,8260,21.1,22568000
3/20/11,13,40900,8410,21.3,22904000
3/21/11,15,39400,7300,20.7,22064000
3/22/11,16,39100,7020,19.9,21896000
3/23/11,17,38100,7160,20.5,21336000
3/24/11,17,38300,7130,20.1,21448000
3/25/11,15,38500,7280,21.1,21560000
3/26/11,14,39400,7910,21.7,22064000
3/27/11,13,39500,8030,22,22120000
3/28/11,16,39400,7260,21.7,22064000
3/29/11,17,39700,7160,21.1,22232000
3/30/11,15,39300,7440,21.7,22008000
3/31/11,16,39400,7410,21.7,22064000
4/1/11,15,41000,7290,20.2,22960000
4/2/11,14,40100,7860,21,22456000
4/3/11,13,39800,8390,22.8,22288000
4/4/11,16,35100,7330,23.8,19656000
4/5/11,15,38300,7400,22.2,21448000
4/6/11,16,39500,7240,21.2,22120000
4/7/11,16,39900,7190,20.9,22344000
4/8/11,16,37700,7050,20.9,21112000
4/9/11,13,40600,8210,22,22736000
4/10/11,13,42800,8380,21.2,23968000
4/11/11,15,42300,7590,21.3,23688000
4/12/11,15,42600,7830,21.8,23856000
4/13/11,15,42200,7800,21.7,23632000
4/14/11,15,41200,7550,21.3,23072000
4/15/11,14,41000,7500,20.9,22960000
4/16/11,13,42000,8220,21.4,23520000
4/17/11,13,41900,8420,21.9,23464000
4/18/11,15,42100,7430,20.8,23576000
4/19/11,16,41100,7250,20.6,23016000
4/20/11,16,40500,7240,20.6,22680000
4/21/11,16,40400,7290,20.6,22624000
4/22/11,15,39200,7440,21.6,21952000
4/23/11,13,39900,8410,22.8,22344000
4/24/11,13,41500,8560,21.9,23240000
4/25/11,15,40600,7570,21.7,22736000
4/26/11,16,40700,7420,21.6,22792000
4/27/11,16,40700,7290,20.9,22792000
4/28/11,15,40000,7010,20.3,22400000
4/29/11,15,39400,6890,19.7,22064000
4/30/11,13,41900,8060,20.7,23464000
5/1/11,13,41200,7760,20.4,23072000
5/2/11,14,41000,7390,20.9,22960000
5/3/11,15,41400,7380,20.9,23184000
5/4/11,15,41200,7480,21.1,23072000
5/5/11,16,40500,7380,21.1,22680000
5/6/11,14,41100,7310,20.2,23016000
5/7/11,13,41100,8660,22.9,23016000
5/8/11,13,42200,9070,23,23632000
5/9/11,15,42100,7510,21,23576000
5/10/11,15,41400,7470,21.2,23184000
5/11/11,15,41400,7360,20.8,23184000
5/12/11,16,40700,7460,21.4,22792000
5/13/11,15,40700,7300,20.5,22792000
5/14/11,13,41500,8480,22.4,23240000
5/15/11,13,43100,8520,21.9,24136000
5/16/11,15,42000,7340,20.9,23520000
5/17/11,15,42400,7370,20.8,23744000
5/18/11,15,41900,7390,20.7,23464000
5/19/11,15,41900,7290,20.4,23464000
5/20/11,16,41000,7280,20.3,22960000
5/21/11,13,41600,8680,22.8,23296000
5/22/11,13,41400,8820,23.4,23184000
5/23/11,15,41400,7180,20.8,23184000
5/24/11,15,41300,7300,21,23128000
5/25/11,15,41500,7290,20.7,23240000
5/26/11,15,41000,7180,20.5,22960000
5/27/11,15,41100,7170,20.1,23016000
5/28/11,13,41200,7950,21,23072000
5/29/11,13,42700,8070,20.6,23912000
5/30/11,13,41700,7440,21,23352000
5/31/11,15,41200,7230,20.8,23072000
6/1/11,16,40500,6900,20,22680000
6/2/11,16,40000,6970,20.4,22400000
6/3/11,16,39100,6610,19.4,21896000
6/4/11,14,40700,7860,21,22792000
6/5/11,13,40000,7540,20.6,22400000
6/6/11,15,40800,6990,20.2,22848000
6/7/11,16,41000,6840,19.8,22960000
6/8/11,16,39600,6840,20.4,22176000
6/9/11,16,40000,6840,19.6,22400000
6/10/11,16,40200,6720,19,22512000
6/11/11,13,41600,7910,20.7,23296000
6/12/11,13,40600,7950,21.4,22736000
6/13/11,15,41400,6920,19.8,23184000
6/14/11,16,40700,6990,20.3,22792000
6/15/11,15,41100,7030,19.8,23016000
6/16/11,15,40600,6940,19.8,22736000
6/17/11,15,40400,6840,19.3,22624000
6/18/11,13,41600,7750,20.2,23296000
6/19/11,13,41400,7750,20.2,23184000
6/20/11,15,41600,6700,19.1,23296000
6/21/11,15,40900,6760,19,22904000
6/22/11,16,40900,6760,19.1,22904000
6/23/11,16,39800,6790,19.6,22288000
6/24/11,16,39100,6520,19,21896000
6/25/11,14,39400,7650,20.9,22064000
6/26/11,14,40200,7530,20.3,22512000
6/27/11,15,40900,6620,19.3,22904000
6/28/11,15,41300,6730,19.3,23128000
6/29/11,16,40000,6560,19.2,22400000
6/30/11,16,39300,6560,19.3,22008000
7/1/11,16,39300,6680,19.3,22008000
7/2/11,14,40500,7250,19.4,22680000
7/3/11,13,40600,7320,19.5,22736000
7/4/11,16,39700,6560,19.3,22232000
7/5/11,16,39100,6270,18.8,21896000
7/6/11,17,39200,6410,19.3,21952000
7/7/11,16,39600,6510,19.2,22176000
7/8/11,15,39300,6680,19.5,22008000
7/9/11,14,39900,7440,20.1,22344000
7/10/11,13,40700,7580,20.2,22792000
7/11/11,17,39700,6540,19.7,22232000
7/12/11,17,38800,6490,18.8,21728000
7/13/11,16,39900,6710,19.8,22344000
7/14/11,16,38800,6660,20,21728000
7/15/11,16,39000,6410,18.8,21840000
7/16/11,14,39800,7310,19.9,22288000
7/17/11,13,40400,7680,20.8,22624000
7/18/11,17,39300,6630,20.2,22008000
7/19/11,17,38700,6400,19.6,21672000
7/20/11,17,38600,6420,19.7,21616000
7/21/11,17,38600,6320,19.3,21616000
7/22/11,17,37500,6370,19.6,21000000
7/23/11,14,38000,6800,19.5,21280000
7/24/11,15,39000,6930,19.5,21840000
7/25/11,17,38700,6131,19,21672000
7/26/11,17,38700,5893,18.2,21672000
7/27/11,17,39000,6290,19.1,21840000
7/28/11,17,38300,6150,18.7,21448000
7/29/11,16,39200,6280,18.4,21952000
7/30/11,15,37700,6760,19.5,21112000
7/31/11,15,39400,6970,19.3,22064000
8/1/11,17,39000,6370,19.4,21840000
8/2/11,17,38900,6350,19.2,21784000
8/3/11,17,38600,6200,18.6,21616000
8/4/11,17,38800,6240,18.6,21728000
8/5/11,17,37100,6050,18.6,20776000
8/6/11,15,37600,6660,19,21056000
8/7/11,15,38100,6880,19.6,21336000
8/8/11,17,37600,5970,18.9,21056000
8/9/11,17,38100,6210,19.2,21336000
8/10/11,17,38700,6370,19.3,21672000
8/11/11,17,38100,6170,18.8,21336000
8/12/11,17,38200,6300,18.9,21392000
8/13/11,14,39100,7650,21,21896000
8/14/11,14,39700,7030,19.3,22232000
8/15/11,17,39700,6230,18.6,22232000
8/16/11,17,37600,6030,17.6,21056000
8/17/11,17,37600,6340,18.9,21056000
8/18/11,17,36500,6330,18.9,20440000
8/19/11,17,36900,6760,19.6,20664000
8/20/11,15,36500,7240,20,20440000
8/21/11,15,36300,7750,21.5,20328000
8/22/11,17,36700,6750,20.5,20552000
8/23/11,17,38100,7110,20.7,21336000
8/24/11,17,37700,6880,20,21112000
8/25/11,17,37500,6870,20,21000000
8/26/11,17,37500,6990,19.9,21000000
8/27/11,14,37600,7860,21.1,21056000
8/28/11,15,37900,7740,20.4,21224000
8/29/11,17,37800,6970,20.4,21168000
8/30/11,17,38300,7040,20.2,21448000
8/31/11,17,37900,7190,20.6,21224000
9/1/11,17,38400,7040,19.9,21504000
9/2/11,17,37700,7010,19.6,21112000
9/3/11,15,37300,7820,21.3,20888000
9/4/11,14,39200,8230,21.3,21952000
9/5/11,15,39200,7270,20.4,21952000
9/6/11,16,38600,7140,20.3,21616000
9/7/11,16,38300,7070,20.2,21448000
9/8/11,14,40200,7300,19.9,22512000
9/9/11,16,38000,7140,20,21280000
9/10/11,14,38500,8520,22.1,21560000
9/11/11,13,38300,8590,22.4,21448000
9/12/11,16,37400,6990,20.3,20944000
9/13/11,14,40000,7530,20.7,22400000
9/14/11,16,39500,7610,21,22120000
9/15/11,16,39400,7340,20,22064000
9/16/11,16,38800,7630,20.9,21728000
9/17/11,13,38800,8720,22.6,21728000
9/18/11,15,38200,7930,20.6,21392000
9/19/11,15,40000,7900,21.7,22400000
9/20/11,14,40700,8200,22.1,22792000
9/21/11,15,40300,7580,20.5,22568000
9/22/11,15,39500,7780,21.3,22120000
9/23/11,15,39200,7860,21.3,21952000
9/24/11,13,39400,9140,23.1,22064000
9/25/11,12,40500,9320,22.9,22680000
9/26/11,16,39600,7650,21.3,22176000
9/27/11,17,38900,7110,19.8,21784000
9/28/11,17,37400,6330,17.9,20944000
9/29/11,17,36500,5950,17.1,20440000
9/30/11,17,34700,5360,15.6,19432000
10/1/11,15,37300,7150,18.5,20888000
10/2/11,15,36700,7190,19,20552000
10/3/11,16,36900,6700,19.1,20664000
10/4/11,16,38500,7670,21.2,21560000
10/5/11,16,39200,8090,22,21952000
10/6/11,16,40000,8190,21.7,22400000
10/7/11,15,41200,7730,19.5,23072000
10/8/11,14,41600,7980,19.1,23296000
10/9/11,13,42400,8120,19.1,23744000
10/10/11,15,41700,7160,18.4,23352000
10/11/11,15,41700,7420,19.1,23352000
10/12/11,14,42000,7650,19.2,23520000
10/13/11,15,41800,7580,19,23408000
10/14/11,15,40200,7250,18.5,22512000
10/15/11,14,41300,8220,19.5,23128000
10/16/11,13,41800,8440,19.7,23408000
10/17/11,15,41000,7220,18.9,22960000
10/18/11,15,40800,6950,17.9,22848000
10/19/11,15,41300,7310,18.7,23128000
10/20/11,16,40700,7020,18.1,22792000
10/21/11,16,40600,6950,17.7,22736000
10/22/11,14,41400,7880,18.9,23184000
10/23/11,13,41400,8000,19.1,23184000
10/24/11,16,40300,6650,17.6,22568000
10/25/11,15,41100,6850,17.6,23016000
10/26/11,14,41900,7320,18.2,23464000
10/27/11,16,40300,7260,18.7,22568000
10/28/11,16,39800,7060,18.2,22288000
10/29/11,15,39400,7820,19.2,22064000
10/30/11,13,42100,8700,20.4,23576000
10/31/11,16,40600,7430,19.6,22736000
11/1/11,16,40900,7160,18.6,22904000
11/2/11,16,40600,6790,17.7,22736000
11/3/11,16,40100,6760,17.8,22456000
11/4/11,16,40500,6410,16.4,22680000
11/5/11,15,41000,7680,18.5,22960000
11/6/11,14,41100,7620,18.5,23016000
11/7/11,16,41700,7090,18.3,23352000
11/8/11,15,41600,7240,18.8,23296000
11/9/11,16,41300,7220,18.5,23128000
11/10/11,13,45300,8150,19,25368000
11/11/11,11,53500,10280,20,29960000
11/12/11,12,45200,8900,19.4,25312000
11/13/11,12,45100,9100,20.1,25256000
11/14/11,13,43700,7190,17.7,24472000
11/15/11,15,42200,6940,17.6,23632000
11/16/11,13,44700,8480,20.7,25032000
11/17/11,14,43000,7170,17.8,24080000
11/18/11,16,41000,7030,17.8,22960000
11/19/11,12,44000,8820,20.2,24640000
11/20/11,12,40600,8380,20.7,22736000
11/21/11,13,43600,8220,20.6,24416000
11/22/11,13,44600,8160,20,24976000
11/23/11,13,43200,7680,18.8,24192000
11/24/11,12,44100,8230,19.6,24696000
11/25/11,12,42600,7810,19.5,23856000
11/26/11,12,43600,8860,20.6,24416000
11/27/11,12,44200,9190,21.1,24752000
11/28/11,13,44000,7770,19.9,24640000
11/29/11,14,43200,7820,20.1,24192000
11/30/11,14,42700,7780,19.7,23912000
12/1/11,13,44000,7850,19.2,24640000
12/2/11,13,43500,7920,19.2,24360000
12/3/11,12,43500,9190,21.2,24360000
12/4/11,12,45100,9230,20.6,25256000
12/5/11,14,44700,8180,20.1,25032000
12/6/11,14,43400,8130,20.4,24304000
12/7/11,14,44300,8290,20.2,24808000
12/8/11,12,46400,8310,19.3,25984000
12/9/11,12,44600,7910,18.6,24976000
12/10/11,12,46100,9780,21.2,25816000
12/11/11,12,48000,11530,24.1,26880000
12/12/11,12,55800,12470,24.7,31248000
12/13/11,13,46900,8490,19.8,26264000
12/14/11,13,45000,8080,19.3,25200000
12/15/11,13,44000,7870,18.9,24640000
12/16/11,12,44900,8320,19.3,25144000
12/17/11,12,44800,9390,20.5,25088000
12/18/11,12,44800,9740,21.4,25088000
12/19/11,13,45600,8270,19.5,25536000
12/20/11,13,46200,8100,18.7,25872000
12/21/11,13,45500,7950,18.1,25480000
12/22/11,12,44900,8060,18.3,25144000
12/23/11,12,46300,9160,19.7,25928000
12/24/11,12,45800,9750,19.4,25648000
12/25/11,12,46200,9980,19.4,25872000
12/26/11,12,46200,8590,19.1,25872000
12/27/11,12,45700,8340,19.5,25592000
12/28/11,12,45500,8070,18.9,25480000
12/29/11,12,45800,8290,19.1,25648000
12/30/11,12,44900,8080,18.5,25144000
12/31/11,12,43700,8410,18.1,24472000
1/1/12,12,46000,9200,18.8,25760000
1/2/12,12,44700,8510,20.3,25032000
1/3/12,13,44500,8420,20.6,24920000
1/4/12,13,46600,7990,18.9,26096000
1/5/12,13,44100,7710,18.8,24696000
1/6/12,13,44800,8150,19.4,25088000
1/7/12,12,44700,8480,19.1,25032000
1/8/12,12,44600,8740,19.7,24976000
1/9/12,13,43800,7970,19.8,24528000
1/10/12,13,43100,7560,19.1,24136000
1/11/12,13,45000,7610,18.2,25200000
1/12/12,13,44000,7240,17.9,24640000
1/13/12,13,42800,6850,16.9,23968000
1/14/12,15,41400,6830,16.5,23184000
1/15/12,14,41600,6890,16.8,23296000
1/16/12,17,41100,5710,15.2,23016000
1/17/12,17,37500,5160,14.9,21000000
1/18/12,17,37500,5030,14.4,21000000
1/19/12,17,35200,4670,14.1,19712000
1/20/12,17,34400,4540,13.7,19264000
1/21/12,16,34300,4570,13.2,19208000
1/22/12,17,32800,4140,12.6,18368000
1/23/12,20,32100,4270,14.3,17976000
1/24/12,17,34800,4670,14.4,19488000
1/25/12,17,34300,4710,14.6,19208000
1/26/12,17,35000,5080,15.2,19600000
1/27/12,17,36100,5370,15.5,20216000
1/28/12,15,37300,6110,16.4,20888000
1/29/12,15,38900,6680,17.5,21784000
1/30/12,16,41200,6950,18.7,23072000
1/31/12,15,41500,6750,17.8,23240000
2/1/12,14,42100,7010,18,23576000
2/2/12,16,40100,6770,18.3,22456000
2/3/12,15,39700,7030,18.8,22232000
2/4/12,15,39100,7740,20.1,21896000
2/5/12,14,39800,7830,20,22288000
2/6/12,15,40200,6700,18.2,22512000
2/7/12,15,40300,6960,19,22568000
2/8/12,15,41200,6940,18.3,23072000
2/9/12,14,42100,7010,18.1,23576000
2/10/12,14,42100,7420,18.8,23576000
2/11/12,14,41600,7760,18.9,23296000
2/12/12,12,42900,7960,19,24024000
2/13/12,13,42700,7090,18.2,23912000
2/14/12,13,43100,7290,18.2,24136000
2/15/12,15,41100,7000,18.2,23016000
2/16/12,15,41100,7320,19.2,23016000
2/17/12,15,40600,7160,18.5,22736000
2/18/12,14,40200,8320,20.8,22512000
2/19/12,13,40700,8140,20.2,22792000
2/20/12,14,42000,7410,19.4,23520000
2/21/12,14,40600,7020,18.7,22736000
2/22/12,14,41800,7350,19.2,23408000
2/23/12,16,41000,6490,16.9,22960000
2/24/12,14,41400,6700,16.9,23184000
2/25/12,13,41300,7950,19.3,23128000
2/26/12,12,43000,8030,18.9,24080000
2/27/12,13,43300,7100,18,24248000
2/28/12,14,42800,6900,17.6,23968000
2/29/12,14,41100,6680,17.6,23016000
3/1/12,14,42500,7120,18,23800000
3/2/12,13,43200,7470,18.3,24192000
3/3/12,13,41300,7620,18.5,23128000
3/4/12,12,43900,8290,19.3,24584000
3/5/12,14,42900,7200,18.4,24024000
3/6/12,13,43000,7490,19.1,24080000
3/7/12,13,42900,7490,19,24024000
3/8/12,14,43800,7700,19,24528000
3/9/12,13,43800,7800,19,24528000
3/10/12,12,42800,8110,19.2,23968000
3/11/12,12,44100,8770,20.4,24696000
3/12/12,13,44100,7900,19.9,24696000
3/13/12,13,42900,7760,19.9,24024000
3/14/12,14,41900,7350,18.9,23464000
3/15/12,14,42300,7410,18.7,23688000
3/16/12,14,42100,7500,18.8,23576000
3/17/12,12,44300,8740,20,24808000
3/18/12,12,42800,8500,20,23968000
3/19/12,14,43700,7210,18,24472000
3/20/12,14,42300,7230,18.8,23688000
3/21/12,14,42600,7690,20,23856000
3/22/12,14,41800,7380,19.4,23408000
3/23/12,14,42000,7660,19.7,23520000
3/24/12,13,42300,8410,20.1,23688000
3/25/12,13,42700,8610,20.4,23912000
3/26/12,13,43900,7970,20.2,24584000
3/27/12,13,43900,7830,19.8,24584000
3/28/12,13,43900,7850,19.6,24584000
3/29/12,13,44200,7640,18.7,24752000
3/30/12,14,43300,7800,19.4,24248000
3/31/12,13,42500,7670,18.4,23800000
4/1/12,13,43600,7540,17.6,24416000
4/2/12,14,42400,8040,20.5,23744000
4/3/12,13,43300,7990,20,24248000
4/4/12,13,43300,7860,19.6,24248000
4/5/12,13,44400,7590,18.6,24864000
4/6/12,12,44200,7700,18.8,24752000
4/7/12,13,42500,7060,16.8,23800000
4/8/12,12,43300,8190,18.9,24248000
4/9/12,14,43600,7520,18.8,24416000
4/10/12,14,43300,7520,19.1,24248000
4/11/12,14,42600,7070,18,23856000
4/12/12,14,41000,6590,17.2,22960000
4/13/12,14,41900,7050,17.9,23464000
4/14/12,13,42700,7840,18.5,23912000
4/15/12,13,42400,7780,18.4,23744000
4/16/12,14,43100,6980,17.8,24136000
4/17/12,14,43200,7060,17.7,24192000
4/18/12,13,43900,7090,17.4,24584000
4/19/12,14,43900,7210,17.5,24584000
4/20/12,14,41900,6960,17.4,23464000
4/21/12,13,43100,7730,17.7,24136000
4/22/12,12,42700,8080,19,23912000
4/23/12,13,43800,7390,18.5,24528000
4/24/12,14,43500,7350,18.2,24360000
4/25/12,14,41800,7190,18.6,23408000
4/26/12,14,42800,7160,17.9,23968000
4/27/12,14,42500,7260,17.8,23800000
4/28/12,13,42400,7280,17,23744000
4/29/12,13,42800,8360,19.5,23968000
4/30/12,14,42300,8000,20.2,23688000
5/1/12,13,44500,8200,19.6,24920000
5/2/12,13,45000,8250,20,25200000
5/3/12,13,44600,7890,19,24976000
5/4/12,14,43200,7420,18.1,24192000
5/5/12,12,43900,8220,18.6,24584000
5/6/12,12,45300,8680,19,25368000
5/7/12,14,44100,7540,18,24696000
5/8/12,14,43700,7520,18.1,24472000
5/9/12,14,42500,7170,17.9,23800000
5/10/12,14,42400,7150,17.8,23744000
5/11/12,14,43300,7420,17.8,24248000
5/12/12,13,42900,8190,18.6,24024000
5/13/12,13,43200,8400,18.8,24192000
5/14/12,13,44200,7620,18.8,24752000
5/15/12,13,44700,7670,18.5,25032000
5/16/12,14,42500,8020,20.2,23800000
5/17/12,14,42200,7880,20,23632000
5/18/12,14,41800,8210,20.6,23408000
5/19/12,13,41800,8900,20.9,23408000
5/20/12,13,41500,8690,20.7,23240000
5/21/12,14,43200,7900,20,24192000
5/22/12,13,44500,7730,18.8,24920000
5/23/12,13,44700,8380,20.1,25032000
5/24/12,14,44300,8160,19.7,24808000
5/25/12,14,43100,8210,19.8,24136000
5/26/12,12,43700,9060,20.3,24472000
5/27/12,12,42900,9260,21,24024000
5/28/12,14,43800,8290,20.2,24528000
5/29/12,14,44200,7730,19.1,24752000
5/30/12,14,43400,7820,19.6,24304000
5/31/12,14,42500,7480,18.8,23800000
6/1/12,14,43400,7640,18.3,24304000
6/2/12,13,41500,8640,20.6,23240000
6/3/12,13,43200,8700,20,24192000
6/4/12,14,43200,7670,19.2,24192000
6/5/12,14,42900,7750,19.5,24024000
6/6/12,14,41900,6970,17.6,23464000
6/7/12,14,42300,7440,18.7,23688000
6/8/12,14,42200,7470,18.4,23632000
6/9/12,13,41600,8230,19.1,23296000
6/10/12,13,42300,8330,19.2,23688000
6/11/12,14,42800,7490,18.8,23968000
6/12/12,14,43100,7500,18.3,24136000
6/13/12,14,42100,7640,18.9,23576000
6/14/12,14,43400,7910,19.1,24304000
6/15/12,14,42700,7660,18.4,23912000
6/16/12,13,44100,8710,19.1,24696000
6/17/12,12,44300,9010,19.5,24808000
6/18/12,13,44900,7720,18.3,25144000
6/19/12,14,43600,7570,18.4,24416000
6/20/12,15,42700,7390,18.2,23912000
6/21/12,14,41900,7340,18.3,23464000
6/22/12,14,42900,7850,18.7,24024000
6/23/12,13,41900,8350,18.9,23464000
6/24/12,13,42900,8710,19.4,24024000
6/25/12,14,42600,7110,18.7,23856000
6/26/12,14,42600,7110,18.5,23856000
6/27/12,14,42500,6830,17.7,23800000
6/28/12,14,41900,6940,17.9,23464000
6/29/12,15,42300,7320,18.5,23688000
6/30/12,13,41500,7660,18.6,23240000
7/1/12,13,41400,7270,17.6,23184000
7/2/12,14,41900,6560,17.2,23464000
7/3/12,14,42000,6780,17.8,23520000
7/4/12,14,40900,6690,17.6,22904000
